ID Corte,Fecha Corte,Mes,Numero Corte Mes,Comentario Corte,ID Tarea,Tarea,Etapa,Fase,Línea,Disciplina,Tipo EPC,BAC,AC,Avance Real %,Avance Planificado %,EV,PV,CPI,SPI,Forecast EAC,ETC,VAC
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,"Gestión estratégica, coordinación I+D, diseño conceptual",Primera etapa,Investigación Tecnologíca,Capital Humano,Gestión de proyecto / PMO,Gestión PMO,114874480.0,114874480.0,1.0,1.0,114874480.0,114874480.0,1.0,1.0,114874480.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Diseño de modelos de tubrina + analisis de acoples,Primera etapa,Desarrollo tecnológico,Respaldo Cálculos de diseño,Mecánica / Transmisión,Ingeniería y Validación,173913.0,173913.0,1.0,1.0,173913.0,173913.0,1.0,1.0,173913.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Rediseño en base a dimensiones,Primera etapa,Investigación Tecnologíca,Pruebas Definitivas,Proyecto / Operacional,Gestión PMO,15000.0,15000.0,1.0,1.0,15000.0,15000.0,1.0,1.0,15000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Rediseño para turbina eolica darrieus tri pala,Primera etapa,Desarrollo tecnológico,Respaldo Cálculos de diseño,FRP / Manufactura de aspas,Ingeniería y Validación,220290.0,220290.0,1.0,1.0,220290.0,220290.0,1.0,1.0,220290.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Simulaciones FEA + Planos Fabricación,Primera etapa,Desarrollo tecnológico,Respaldo Cálculos de diseño,Ingeniería documental,Ingeniería y Validación,16761832.0,16761832.0,1.0,1.0,16761832.0,16761832.0,1.0,1.0,16761832.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Rediseño en base a maquinaría,Primera etapa,Investigación Tecnologíca,Pruebas Definitivas,Proyecto / Operacional,Gestión PMO,15000.0,15000.0,1.0,1.0,15000.0,15000.0,1.0,1.0,15000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Generador F.A - Controloador- inversor,Primera etapa,"Integración eléctrica, protección e instrumentación",Eléctrico,Eléctrica / Control e Instrumentación,Suministro Turbina,45511.0,45511.0,1.0,1.0,45511.0,45511.0,1.0,1.0,45511.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Generador F.A - Controloador- inversor,Primera etapa,"Integración eléctrica, protección e instrumentación",Eléctrico,Eléctrica / Control e Instrumentación,Suministro Turbina,11625070.0,11625070.0,1.0,1.0,11625070.0,11625070.0,1.0,1.0,11625070.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Plancha de aluminio de 2500x1200x4mm,Primera etapa,"Integración mecánica, izaje y balanceo",Columna,Civil / Estructural,Suministro Turbina,107669.0,107669.0,1.0,1.0,107669.0,107669.0,1.0,1.0,107669.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Plancha de aluminio de 2500x1200x4mm,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Mecánica / Transmisión,Suministro Turbina,211116.0,211116.0,1.0,1.0,211116.0,211116.0,1.0,1.0,211116.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Plancha de aluminio de 2500x1200x4mm,Primera etapa,"Integración mecánica, izaje y balanceo",Vigas,Civil / Estructural,Suministro Turbina,443344.0,443344.0,1.0,1.0,443344.0,443344.0,1.0,1.0,443344.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Transporte Dietel- Cimed,Primera etapa,"Integración mecánica, izaje y balanceo",Mastil,Civil / Estructural,Suministro Turbina,220000.0,220000.0,1.0,1.0,220000.0,220000.0,1.0,1.0,220000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Plegado de piezas 4mm,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Mecánica / Transmisión,Suministro Turbina,29238.0,29238.0,1.0,1.0,29238.0,29238.0,1.0,1.0,29238.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Plegado de piezas 4mm,Primera etapa,"Integración mecánica, izaje y balanceo",Columna,Civil / Estructural,Suministro Turbina,38235.0,38235.0,1.0,1.0,38235.0,38235.0,1.0,1.0,38235.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Plegado de piezas 4mm,Primera etapa,"Integración mecánica, izaje y balanceo",Vigas,Civil / Estructural,Suministro Turbina,157437.0,157437.0,1.0,1.0,157437.0,157437.0,1.0,1.0,157437.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,"Fabricación de enfierradura y cimiento 2,5x2,5x0,4 m",Primera etapa,Fundación estructural y anclajes,Fundación Estructural,Civil / Estructural,Obras y Montaje (BOS),1112608.0,1112608.0,1.0,1.0,1112608.0,1112608.0,1.0,1.0,1112608.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Plancha de aluminio de 2500x1200x4mm,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Mecánica / Transmisión,Suministro Turbina,82335.0,82335.0,1.0,1.0,82335.0,82335.0,1.0,1.0,82335.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,(Repetir pieza) Camisa hexagono. Acople columna - generador,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Civil / Estructural,Suministro Turbina,11900.0,11900.0,1.0,1.0,11900.0,11900.0,1.0,1.0,11900.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Camisa hexagono. Acople columna - generador,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Civil / Estructural,Suministro Turbina,12019.0,12019.0,1.0,1.0,12019.0,12019.0,1.0,1.0,12019.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Flange + hexagono. Acople columna - generador,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Civil / Estructural,Suministro Turbina,74732.0,74732.0,1.0,1.0,74732.0,74732.0,1.0,1.0,74732.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,"Fabricación de enfierradura y cimiento 2,5x2,5x0,4 m",Primera etapa,Fundación estructural y anclajes,Fundación Estructural,Civil / Estructural,Obras y Montaje (BOS),892500.0,892500.0,1.0,1.0,892500.0,892500.0,1.0,1.0,892500.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Pie de metro,Primera etapa,Habilitación del sitio y obras previas,Trabajos Previos,Proyecto / Operacional,Obras y Montaje (BOS),12490.0,12490.0,1.0,1.0,12490.0,12490.0,1.0,1.0,12490.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Vinilit,Primera etapa,Fundación estructural y anclajes,Fundación Estructural,Civil / Estructural,Obras y Montaje (BOS),3800.0,3800.0,1.0,1.0,3800.0,3800.0,1.0,1.0,3800.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Conduit + codos + coplas,Primera etapa,Fundación estructural y anclajes,Fundación Estructural,Civil / Estructural,Obras y Montaje (BOS),3990.0,3990.0,1.0,1.0,3990.0,3990.0,1.0,1.0,3990.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,"Pernos 1"" x 6""",Primera etapa,Fundación estructural y anclajes,Fundación Estructural,Civil / Estructural,Obras y Montaje (BOS),75784.0,75784.0,1.0,1.0,75784.0,75784.0,1.0,1.0,75784.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Mejoramiento de espacio  alrededor del cimiento,Primera etapa,Habilitación del sitio y obras previas,Trabajos Previos,Civil / Estructural,Obras y Montaje (BOS),297500.0,297500.0,1.0,1.0,297500.0,297500.0,1.0,1.0,297500.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,10 tuercas - golillas -  golilla de presión,Primera etapa,Fundación estructural y anclajes,Fundación Estructural,Civil / Estructural,Obras y Montaje (BOS),17420.0,17420.0,1.0,1.0,17420.0,17420.0,1.0,1.0,17420.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Flange interior 600x400x5mm,Primera etapa,Fundación estructural y anclajes,Fundación Estructural,Civil / Estructural,Obras y Montaje (BOS),25500.0,25500.0,1.0,1.0,25500.0,25500.0,1.0,1.0,25500.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Flange interior 600x400x5mm,Primera etapa,Fundación estructural y anclajes,Fundación Estructural,Civil / Estructural,Obras y Montaje (BOS),25500.0,25500.0,1.0,1.0,25500.0,25500.0,1.0,1.0,25500.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Cemento- hormigón h30 camión,Primera etapa,Fundación estructural y anclajes,Fundación Estructural,Civil / Estructural,Obras y Montaje (BOS),398983.0,398983.0,1.0,1.0,398983.0,398983.0,1.0,1.0,398983.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Cemento- hormigón h30 camión,Primera etapa,Fundación estructural y anclajes,Fundación Estructural,Civil / Estructural,Obras y Montaje (BOS),66045.0,66045.0,1.0,1.0,66045.0,66045.0,1.0,1.0,66045.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Sacos de cemento- hormigón h30,Primera etapa,Fundación estructural y anclajes,Fundación Estructural,Civil / Estructural,Obras y Montaje (BOS),87000.0,87000.0,1.0,1.0,87000.0,87000.0,1.0,1.0,87000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,1 flange + a8 atizadores,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Civil / Estructural,Suministro Turbina,59400.0,59400.0,1.0,1.0,59400.0,59400.0,1.0,1.0,59400.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,2m3 de gravilla,Primera etapa,Habilitación del sitio y obras previas,Trabajos Previos,Proyecto / Operacional,Obras y Montaje (BOS),59980.0,59980.0,1.0,1.0,59980.0,59980.0,1.0,1.0,59980.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Soldadura alumnio 2 piezas de acople,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Mecánica / Transmisión,Suministro Turbina,119000.0,119000.0,1.0,1.0,119000.0,119000.0,1.0,1.0,119000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Memoria Cimiento + mástil,Primera etapa,Fundación estructural y anclajes,Fundación Estructural,Civil / Estructural,Obras y Montaje (BOS),173913.0,173913.0,1.0,1.0,173913.0,173913.0,1.0,1.0,173913.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Soldadura alumnio 1 pieza de 3 metros,Primera etapa,"Integración mecánica, izaje y balanceo",Columna,Civil / Estructural,Suministro Turbina,238000.0,238000.0,1.0,1.0,238000.0,238000.0,1.0,1.0,238000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,"Soldadura alumnio 6 piezas de 2,5 metros",Primera etapa,"Integración mecánica, izaje y balanceo",Vigas,Civil / Estructural,Suministro Turbina,238000.0,238000.0,1.0,1.0,238000.0,238000.0,1.0,1.0,238000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Mástil de 600x400x10 mm,Primera etapa,"Integración mecánica, izaje y balanceo",Mastil,Civil / Estructural,Suministro Turbina,2665600.0,2665600.0,1.0,1.0,2665600.0,2665600.0,1.0,1.0,2665600.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,incremento a cubrir en el transporte,Primera etapa,"Integración eléctrica, protección e instrumentación",Eléctrico,Eléctrica / Control e Instrumentación,Suministro Turbina,59500.0,59500.0,1.0,1.0,59500.0,59500.0,1.0,1.0,59500.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,manipulación,Primera etapa,"Integración eléctrica, protección e instrumentación",Eléctrico,Eléctrica / Control e Instrumentación,Suministro Turbina,60869.0,60869.0,1.0,1.0,60869.0,60869.0,1.0,1.0,60869.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Transporte aeropuerto -Lampa,Primera etapa,"Integración eléctrica, protección e instrumentación",Eléctrico,Eléctrica / Control e Instrumentación,Suministro Turbina,69614.0,69614.0,1.0,1.0,69614.0,69614.0,1.0,1.0,69614.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Desconsolidación,Primera etapa,"Integración eléctrica, protección e instrumentación",Eléctrico,Eléctrica / Control e Instrumentación,Suministro Turbina,171539.0,171539.0,1.0,1.0,171539.0,171539.0,1.0,1.0,171539.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Gastos en origen + tasa de inspección,Primera etapa,"Integración eléctrica, protección e instrumentación",Eléctrico,Eléctrica / Control e Instrumentación,Suministro Turbina,378676.0,378676.0,1.0,1.0,378676.0,378676.0,1.0,1.0,378676.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Aeropuerto pekin-santiago,Primera etapa,"Integración eléctrica, protección e instrumentación",Eléctrico,Eléctrica / Control e Instrumentación,Suministro Turbina,3308019.0,3308019.0,1.0,1.0,3308019.0,3308019.0,1.0,1.0,3308019.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Modificación perforación Mástil,Primera etapa,Desarrollo tecnológico,Mastil,Civil / Estructural,Suministro Turbina,30000.0,30000.0,1.0,1.0,30000.0,30000.0,1.0,1.0,30000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Perforaciones fijación acople generador,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Eléctrica / Control e Instrumentación,Suministro Turbina,25000.0,25000.0,1.0,1.0,25000.0,25000.0,1.0,1.0,25000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Mecanizado [aumentar diametro]- perforaciones fijación acople generador,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Eléctrica / Control e Instrumentación,Suministro Turbina,136100.0,136100.0,1.0,1.0,136100.0,136100.0,1.0,1.0,136100.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Corte por hilo chaveta 28 mm,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Mecánica / Transmisión,Suministro Turbina,190400.0,190400.0,1.0,1.0,190400.0,190400.0,1.0,1.0,190400.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,"Compra de guantes, geologos, cascos",Primera etapa,Habilitación del sitio y obras previas,Trabajos Previos,Proyecto / Operacional,Obras y Montaje (BOS),82100.0,82100.0,1.0,1.0,82100.0,82100.0,1.0,1.0,82100.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,"Devl seguro, almacen y desconsolidación",Primera etapa,"Integración eléctrica, protección e instrumentación",Eléctrico,Eléctrica / Control e Instrumentación,Suministro Turbina,951363.0,951363.0,1.0,1.0,951363.0,951363.0,1.0,1.0,951363.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Devolución iva aduanero,Primera etapa,"Integración eléctrica, protección e instrumentación",Eléctrico,Eléctrica / Control e Instrumentación,Suministro Turbina,3102724.0,3102724.0,1.0,1.0,3102724.0,3102724.0,1.0,1.0,3102724.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Transport de mástil USS- Lampa CIMED,Primera etapa,"Comisionamiento, documentación y puesta en marcha",Gestión de proyecto,Civil / Estructural,Integración y Comisionamiento,25000.0,25000.0,1.0,1.0,25000.0,25000.0,1.0,1.0,25000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Diseño de modelos de tubrina + analisis de acoples,Primera etapa,Desarrollo tecnológico,Ajustes Piloto,Mecánica / Transmisión,Gestión PMO,231884.0,231884.0,1.0,1.0,231884.0,231884.0,1.0,1.0,231884.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Transport de USS- Lampa CIMED - INDUMEC- INDUMEC-MATRICERIA,Primera etapa,"Comisionamiento, documentación y puesta en marcha",Gestión de proyecto,Ingeniería documental,Integración y Comisionamiento,30000.0,30000.0,1.0,1.0,30000.0,30000.0,1.0,1.0,30000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Cilindro de 260mm x 86mm interior x 10mm espesor [mecanizado] + soldadura pieza completa,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Mecánica / Transmisión,Suministro Turbina,496230.0,496230.0,1.0,1.0,496230.0,496230.0,1.0,1.0,496230.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Instalar sobre contenedor un mástil que permitira ubicar un anemometro para la medición y comportamiento del viento,Primera etapa,"Comisionamiento, documentación y puesta en marcha",Estacion metereológica,Civil / Estructural,Integración y Comisionamiento,60000.0,60000.0,1.0,1.0,60000.0,60000.0,1.0,1.0,60000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Pernos de anlcaje M14,Primera etapa,"Comisionamiento, documentación y puesta en marcha",Estacion metereológica,Civil / Estructural,Integración y Comisionamiento,7500.0,7500.0,1.0,1.0,7500.0,7500.0,1.0,1.0,7500.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Perforación plato acople,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Mecánica / Transmisión,Suministro Turbina,35000.0,35000.0,1.0,1.0,35000.0,35000.0,1.0,1.0,35000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Transporte,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Mecánica / Transmisión,Suministro Turbina,15000.0,15000.0,1.0,1.0,15000.0,15000.0,1.0,1.0,15000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Vistas Técnicas a Lampa Cimed,Primera etapa,Aspa extrusión- Fabricación y cierre técnico,Gestión de proyecto,FRP / Manufactura de aspas,Suministro Turbina,30000.0,30000.0,1.0,1.0,30000.0,30000.0,1.0,1.0,30000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Galvanizado 35kg,Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Mecánica / Transmisión,Suministro Turbina,30000.0,30000.0,1.0,1.0,30000.0,30000.0,1.0,1.0,30000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Boleta de Enero 2025 a Ingeniero Diego Camousseight,Primera etapa,"Integración eléctrica, protección e instrumentación",Capital Humano,Eléctrica / Control e Instrumentación,Ingeniería y Validación,382609.0,382609.0,1.0,1.0,382609.0,382609.0,1.0,1.0,382609.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,"Instalar, conectar, probar la App de la Est. Metereológica",Primera etapa,"Comisionamiento, documentación y puesta en marcha",Estacion metereológica,Ingeniería documental,Integración y Comisionamiento,15000.0,15000.0,1.0,1.0,15000.0,15000.0,1.0,1.0,15000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Transporte de Talagante a Lampa ( diesel y peajes ),Primera etapa,"Integración eléctrica, protección e instrumentación",Eléctrico,Eléctrica / Control e Instrumentación,Suministro Turbina,45885.0,45885.0,1.0,1.0,45885.0,45885.0,1.0,1.0,45885.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,"Fabrticación para pernos, mediante mecanizado",Primera etapa,"Integración mecánica, izaje y balanceo",Acoples,Civil / Estructural,Suministro Turbina,200277.0,200277.0,1.0,1.0,200277.0,200277.0,1.0,1.0,200277.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Integrar Apps de ambos sistemas eléctricos- USS,Primera etapa,"Comisionamiento, documentación y puesta en marcha",Estacion metereológica,Eléctrica / Control e Instrumentación,Integración y Comisionamiento,15000.0,15000.0,1.0,1.0,15000.0,15000.0,1.0,1.0,15000.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Diseño de modelos de tubrina + analisis de acoples,Primera etapa,Desarrollo tecnológico,Ajustes Piloto,Mecánica / Transmisión,Gestión PMO,57971.0,57971.0,1.0,1.0,57971.0,57971.0,1.0,1.0,57971.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Diseño de modelos de tubrina + analisis de acoples,Primera etapa,Desarrollo tecnológico,Ajustes Piloto,Mecánica / Transmisión,Gestión PMO,69565.0,69565.0,1.0,1.0,69565.0,69565.0,1.0,1.0,69565.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,3 Planchas 1100x3000x2,Primera etapa,Aspa Aluminio -Fabricación y cierre técnico,Aspa 1,FRP / Manufactura de aspas,Suministro Turbina,329868.0,329868.0,1.0,1.0,329868.0,329868.0,1.0,1.0,329868.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,"8m3 de gravilla, aplicar en espacio de la turbina.",Primera etapa,Habilitación del sitio y obras previas,Trabajos Previos,Proyecto / Operacional,Obras y Montaje (BOS),209920.0,209920.0,1.0,1.0,209920.0,209920.0,1.0,1.0,209920.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,revisar y consulatar con Julio,Primera etapa,Habilitación del sitio y obras previas,Trabajos Previos,Proyecto / Operacional,Obras y Montaje (BOS),649115.0,649115.0,1.0,1.0,649115.0,649115.0,1.0,1.0,649115.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Rodamiento para modelo a escala - impreso 3d,Primera etapa,Habilitación del sitio y obras previas,Trabajos Previos,Mecánica / Transmisión,Obras y Montaje (BOS),25367.0,25367.0,1.0,1.0,25367.0,25367.0,1.0,1.0,25367.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Pala Savonius de perfil cuerda 60 cm,Primera etapa,Aspa Aluminio -Fabricación y cierre técnico,Aspa 1,FRP / Manufactura de aspas,Suministro Turbina,386750.0,386750.0,1.0,1.0,386750.0,386750.0,1.0,1.0,386750.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Cable de batería litio - banco de batería,Primera etapa,"Integración eléctrica, protección e instrumentación",Banco de prueba,Eléctrica / Control e Instrumentación,Suministro Turbina,45990.0,45990.0,1.0,1.0,45990.0,45990.0,1.0,1.0,45990.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Cableado y componentes extras para la instalación de  controlador- invensor - doom load-  que serán conectados al generador,Primera etapa,"Integración eléctrica, protección e instrumentación",Eléctrico,Eléctrica / Control e Instrumentación,Suministro Turbina,91720.0,91720.0,1.0,1.0,91720.0,91720.0,1.0,1.0,91720.0,0.0,0.0
2026-06-C01,2026-06-04,2026-06,1,Corte inicial prueba 1,,Fijaciones y pernos ( unión pala Darrieus - vigas 6 uniones en total),Primera etapa,"Integración mecánica, izaje y balanceo",Vigas,FRP / Manufactura de aspas,Suministro Turbina,351083.0,351083.0,1.0,1.0,351083.0,351083.0,1.0,1.0,351083.0,0.0,0.0
